CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
CC,-1,0,0,0,0,0,
